"","x"
"1",0.143111256990242
"2",0.141649982299122
"3",0.12320994402075
"4",0.14462874830533
"5",0.138317939458441
"6",0.138560290098552
"7",0.143390843778198
"8",0.120703103405971
"9",0.120976505968489
"10",0.117223093651295
"11",0.13467677467078
"12",0.145608954770424
"13",0.144347818633206
"14",0.137537494588354
"15",0.142196847651239
"16",0.122074622485711
"17",0.143072052756921
"18",0.14323156534006
"19",0.140000323781131
"20",0.124571557375546
"21",0.141704276227511
"22",0.137741269650821
"23",0.133855916237568
"24",0.141799788923467
"25",0.139771462961495
"26",0.142323274822885
"27",0.144478353338549
"28",0.145393350440386
"29",0.124368498098697
"30",0.139495676286243
"31",0.109933558785844
"32",0.132514804606805
"33",0.112957038222932
"34",0.117880690618705
"35",0.118075497803889
"36",0.11961074203366
"37",0.143482290321511
"38",0.130643139408292
"39",0.144469115117509
"40",0.139968362998177
"41",0.138223771360842
"42",0.113467982219744
"43",0.128191200748643
"44",0.118700724629632
"45",0.128226241511254
"46",0.116402527004066
"47",0.136179323442496
"48",0.135949478297974
"49",0.144364607391544
"50",0.111066293276301
"51",0.124691455579015
"52",0.144003128428249
"53",0.131735235866681
"54",0.137241773871668
"55",0.143110296084642
"56",0.116039546381965
"57",0.119930755291551
"58",0.147855011671349
"59",0.137864233255281
"60",0.123585603665703
"61",0.142438052297824
"62",0.108998833990801
"63",0.116316002039435
"64",0.143020449122353
"65",0.137751156041228
"66",0.148704313420408
"67",0.123187182173597
"68",0.119878610459474
"69",0.130100881388967
"70",0.13745798849161
"71",0.126391585230765
"72",0.130394883724785
"73",0.107470434541939
"74",0.125497817079231
"75",0.142802868284086
"76",0.137216781244527
"77",0.137221452240282
"78",0.137790598608054
"79",0.13126500923947
"80",0.120398448980676
"81",0.111953206909695
"82",0.140174850893313
"83",0.143718976053109
"84",0.118971735221561
"85",0.123693334969355
"86",0.106486662026129
"87",0.121512720893789
"88",0.106206270419523
"89",0.117533828329469
"90",0.132346461595684
"91",0.123168293839763
"92",0.132436352828754
"93",0.127032846718786
"94",0.1114961522854
"95",0.139235422056654
"96",0.138622162002556
"97",0.135611760891194
"98",0.119150658708417
"99",0.119922773716972
"100",0.114995567512148
"101",0.143469803737694
"102",0.111360917594341
"103",0.112199390605601
"104",0.142188951854682
"105",0.129597265750275
"106",0.14102306322152
"107",0.145808792538657
"108",0.131940922908283
"109",0.132632291601577
"110",0.142809781829259
"111",0.118711440614497
"112",0.146412803117457
"113",0.140011168717719
"114",0.131096313752801
"115",0.145582930235966
"116",0.136651419042486
"117",0.132381454736924
"118",0.13763045481032
"119",0.116324521575701
"120",0.137451016694836
"121",0.135576635161955
"122",0.139683920917715
"123",0.143544599741826
"124",0.116488512254104
"125",0.135155077896256
"126",0.141673855169971
"127",0.130268001890688
"128",0.111090212706771
"129",0.140661998708707
"130",0.130790920382949
"131",0.136933665290905
"132",0.136140725761227
"133",0.139512700123298
"134",0.115479780563924
"135",0.114735295658663
"136",0.136090658310029
"137",0.119852257757248
"138",0.138759769904314
"139",0.140498770205091
"140",0.136647546928487
"141",0.143404402048648
"142",0.130532416206463
"143",0.145798413924834
"144",0.142162603862045
"145",0.137518318707765
"146",0.135027276903546
"147",0.121231384007017
"148",0.124281344008966
"149",0.118046813519971
"150",0.126239301806671
"151",0.135781186096029
"152",0.138201531755703
"153",0.141599882559671
"154",0.123915320671512
"155",0.136064154962034
"156",0.136679385957278
"157",0.147741530364079
"158",0.12275316577023
"159",0.147203111108548
"160",0.138437406219246
"161",0.108853510916751
"162",0.140329206923914
"163",0.117927986991031
"164",0.147217757287345
"165",0.147195934897508
"166",0.141930604840616
"167",0.144729113770161
"168",0.138599659981214
"169",0.142469577068717
"170",0.138910766494045
"171",0.13911907182795
"172",0.142088994879174
"173",0.130101763270325
"174",0.137007264287042
"175",0.117746416609132
"176",0.143837859056381
"177",0.125699034263197
"178",0.136603970257024
"179",0.144042643374581
"180",0.1333918052242
"181",0.137181314279376
"182",0.126777766912221
"183",0.11548182040588
"184",0.138387951556632
"185",0.10330975221161
"186",0.142926751809037
"187",0.127148636907485
"188",0.129046185074268
"189",0.126126020069715
"190",0.119512866986613
"191",0.139182896058094
"192",0.134317916087907
"193",0.129763388975896
"194",0.138605365094924
"195",0.145234988410385
"196",0.12356799216684
"197",0.119135427778118
"198",0.123806991835808
"199",0.13814577076606
"200",0.126069190470586
"201",0.12700706695795
"202",0.14266113449795
"203",0.132846236703469
"204",0.137568362606983
"205",0.118737820481078
"206",0.137718232687211
"207",0.140195168891632
"208",0.138874881212574
"209",0.141231211624657
"210",0.130948953276769
"211",0.133416099908584
"212",0.140867942059225
"213",0.135275075447253
"214",0.139463409570834
"215",0.128153110902837
"216",0.141249982916571
"217",0.145013800589148
"218",0.142710905975034
"219",0.144414523616934
"220",0.133130835864239
"221",0.115302855867795
"222",0.13503556156584
"223",0.141174900993954
"224",0.118209673432055
"225",0.134299902869879
"226",0.128976033428434
"227",0.128272827053009
"228",0.14107453357422
"229",0.124982922399762
"230",0.135249452957351
"231",0.122220501842342
"232",0.128217507457719
"233",0.141650606195714
"234",0.145120958697388
"235",0.139216880618417
"236",0.122789248845464
"237",0.147023765578636
"238",0.134112442798527
"239",0.142520790633484
"240",0.11814264301923
"241",0.134266825458235
"242",0.137934092790653
"243",0.134369737705513
"244",0.137639936624157
"245",0.140643617685728
"246",0.14104080547964
"247",0.143454353550657
"248",0.135141460496232
"249",0.116130131673114
"250",0.139418209012382
"251",0.136237384283333
"252",0.119515862650033
"253",0.132414389677142
"254",0.140114209918546
"255",0.114359558901289
"256",0.133000861258352
"257",0.129187510077786
"258",0.120393481513222
