"","x"
"1",0.161534768065603
"2",0.164972530860672
"3",0.155719692296923
"4",0.150060334215243
"5",0.159785780068855
"6",0.15314546236036
"7",0.157733081487723
"8",0.171130687740122
"9",0.180835166957989
"10",0.153688443668389
"11",0.16118808766806
"12",0.161645198587932
"13",0.163909343643451
"14",0.150527595657924
"15",0.183606558294459
"16",0.15762265520539
"17",0.146189475981405
"18",0.16525467832774
"19",0.156300205160033
"20",0.176318418418857
"21",0.170413270810424
"22",0.145034542725323
"23",0.186574162631171
"24",0.160097332226844
"25",0.165260450768915
"26",0.169355917390927
"27",0.168138601026251
"28",0.170963436335302
"29",0.174075058235163
"30",0.157454898987456
"31",0.159760211259308
"32",0.170789235958028
"33",0.146222733955095
"34",0.150506720966076
"35",0.181155400529264
"36",0.166338217660236
"37",0.16521947892295
"38",0.169822996323241
"39",0.166079632172986
"40",0.155857423595607
"41",0.168677515731093
"42",0.179658033092802
"43",0.159294134736866
"44",0.156089449553314
"45",0.159640843666465
"46",0.16930966693857
"47",0.155999767414763
"48",0.160845980874909
"49",0.144096698539253
"50",0.162357694835141
"51",0.159448146235097
"52",0.149036907881745
"53",0.1601591731113
"54",0.152946954836876
"55",0.176320648909455
"56",0.16449993380858
"57",0.159195238235199
"58",0.151760249729942
"59",0.172649027627196
"60",0.171291081722715
"61",0.176141943440585
"62",0.186031566162478
"63",0.183616708807178
"64",0.160950207646231
"65",0.186992599274023
"66",0.161379023688858
"67",0.16036517915823
"68",0.169453346796381
"69",0.180022922328315
"70",0.158862050218231
"71",0.169321344628356
"72",0.176254308282122
"73",0.184200316150966
"74",0.16384492709125
"75",0.178324034531488
"76",0.153196506612352
"77",0.17035190007296
"78",0.175223559518368
"79",0.161798279835071
"80",0.16805782784981
"81",0.163015942263835
"82",0.175172280788213
"83",0.163083093989276
"84",0.158757757732022
"85",0.184886810434857
"86",0.172317776733601
"87",0.166883300076324
"88",0.174465862274664
"89",0.187256242537613
"90",0.170708784374256
"91",0.156843202767415
"92",0.186417612529102
"93",0.16534266719742
"94",0.159412209605926
"95",0.178733823629609
"96",0.171578120688992
"97",0.170491343972005
"98",0.16643192842219
"99",0.165676067653742
"100",0.170637304917903
"101",0.166452981828238
"102",0.156075661729669
"103",0.154607104806197
"104",0.179135188367215
"105",0.160841090533656
"106",0.186716302382306
"107",0.163249048197258
"108",0.184947240465978
"109",0.186622375219462
"110",0.150760191445133
"111",0.169140577861825
"112",0.164060630261249
"113",0.183766308800061
"114",0.168393499691782
"115",0.171572124047542
"116",0.157884326221278
"117",0.157217224294128
"118",0.163812350466155
"119",0.162345552238675
"120",0.162580255734132
"121",0.167292953630201
"122",0.161203969751888
